work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size
2024,Junior,full-time,Data Analyst,65000,US,1,US,medium
2024,Senior,full-time,Data Engineer,231000,US,1,US,medium
2024,Senior,full-time,Data Engineer,141000,US,1,US,medium
2024,Senior,full-time,Data Scientist,162819,US,1,US,medium
2024,Senior,full-time,Data Scientist,95776,US,1,US,medium
2024,Mid,full-time,Applied Scientist,222200,US,0,US,large
2024,Mid,full-time,Applied Scientist,136000,US,0,US,large
2024,Mid,full-time,Data Engineer,138278,US,0,US,medium
2024,Mid,full-time,Data Engineer,86424,US,0,US,medium
2024,Senior,full-time,Analytics Engineer,130500,US,0,US,medium
2024,Senior,full-time,Analytics Engineer,96000,US,0,US,medium
2024,Senior,full-time,Data Architect,175000,US,0,US,medium
2024,Senior,full-time,Data Architect,117000,US,0,US,medium
2024,Mid,full-time,Data Engineer,122100,US,0,US,medium
2024,Mid,full-time,Data Engineer,75500,US,0,US,medium
2024,Mid,full-time,Data Product Manager,250000,US,0,US,medium
2024,Mid,full-time,Data Product Manager,200000,US,0,US,medium
2024,Mid,full-time,Business Intelligence Manager,117000,US,0,US,medium
2024,Mid,full-time,Business Intelligence Manager,99600,US,0,US,medium
2024,Junior,full-time,Data Engineer,162240,US,0,US,medium
2024,Junior,full-time,Data Engineer,47840,US,0,US,medium
2024,Mid,full-time,Data Scientist,231250,US,0,US,medium
2024,Mid,full-time,Data Scientist,111000,US,0,US,medium
2024,Senior,full-time,Data Engineer,277000,US,0,US,medium
2024,Senior,full-time,Data Engineer,173000,US,0,US,medium
2024,Mid,full-time,Data Analytics Manager,128000,US,0,US,medium
2024,Mid,full-time,Data Analytics Manager,81500,US,0,US,medium
2024,Senior,full-time,Data Scientist,202800,US,0,US,medium
2024,Senior,full-time,Data Scientist,115000,US,0,US,medium
2024,Junior,full-time,Data Analyst,65000,US,0,US,medium
2024,Junior,full-time,Data Analyst,55751,US,0,US,medium
2024,Senior,full-time,Data Architect,165000,US,1,US,medium
2024,Senior,full-time,Data Architect,150000,US,1,US,medium
2024,Senior,full-time,AI Architect,257250,US,1,US,medium
2024,Senior,full-time,AI Architect,99750,US,1,US,medium
2024,Senior,full-time,Data Architect,169767,NZ,0,NZ,medium
2024,Senior,full-time,Data Architect,136420,NZ,0,NZ,medium
2024,Mid,full-time,Data Developer,100000,US,0,US,medium
2024,Mid,full-time,Data Developer,95000,US,0,US,medium
2024,Mid,full-time,Data Scientist,147800,US,0,US,medium
2024,Mid,full-time,Data Scientist,93100,US,0,US,medium
2024,Mid,full-time,Data Manager,83300,US,0,US,medium
2024,Mid,full-time,Data Manager,47500,US,0,US,medium
2024,Senior,full-time,Data Engineer,160000,US,0,US,medium
2024,Senior,full-time,Data Engineer,100000,US,0,US,medium
2024,Junior,full-time,Business Intelligence Analyst,92000,AU,0,AU,medium
2024,Junior,full-time,Business Intelligence Analyst,90000,AU,0,AU,medium
2024,Senior,full-time,Data Product Manager,220000,GB,0,GB,medium
2024,Senior,full-time,Data Product Manager,137500,GB,0,GB,medium
2024,Junior,full-time,Data Scientist,175100,US,0,US,medium
2024,Junior,full-time,Data Scientist,82915,US,0,US,medium
2024,Mid,full-time,Data Engineer,166000,US,0,US,medium
2024,Mid,full-time,Data Engineer,73000,US,0,US,medium
2024,Senior,full-time,Data Scientist,236400,US,0,US,medium
2024,Senior,full-time,Data Scientist,141800,US,0,US,medium
2024,Senior,full-time,Data Engineer,150000,US,0,US,medium
2024,Senior,full-time,Data Engineer,135000,US,0,US,medium
2024,Senior,full-time,Business Intelligence Developer,147500,US,1,US,medium
2024,Senior,full-time,Business Intelligence Developer,70800,US,1,US,medium
2024,Mid,full-time,Business Intelligence Engineer,185000,US,0,US,large
2024,Mid,full-time,Business Intelligence Engineer,79600,US,0,US,large
2024,Junior,full-time,Data Analyst,99200,US,1,US,medium
2024,Junior,full-time,Data Analyst,69400,US,1,US,medium
2024,Junior,full-time,Data Analyst,88200,US,1,US,medium
2024,Junior,full-time,Data Analyst,61700,US,1,US,medium
2024,Senior,full-time,Research Engineer,234000,US,0,US,medium
2024,Senior,full-time,Research Engineer,146000,US,0,US,medium
2024,Mid,full-time,Data Scientist,165000,US,0,US,medium
2024,Mid,full-time,Data Scientist,165000,US,0,US,medium
2024,Senior,full-time,Data Analyst,160000,US,0,US,medium
2024,Senior,full-time,Data Analyst,130000,US,0,US,medium
2024,Mid,full-time,Data Scientist,154800,US,0,US,medium
2024,Mid,full-time,Data Scientist,76300,US,0,US,medium
2024,Mid,full-time,Data Analyst,112000,US,0,US,medium
2024,Mid,full-time,Data Analyst,84000,US,0,US,medium
2024,Junior,full-time,Data Analyst,115000,US,0,US,medium
2024,Junior,full-time,Data Analyst,90000,US,0,US,medium
2024,Senior,full-time,Data Engineer,170000,US,0,US,medium
2024,Senior,full-time,Data Engineer,130000,US,0,US,medium
2024,Senior,full-time,Business Intelligence Engineer,185000,US,0,US,large
2024,Senior,full-time,Business Intelligence Engineer,79600,US,0,US,large
2024,Junior,full-time,Data Analyst,160000,US,0,US,medium
2024,Junior,full-time,Data Analyst,110000,US,0,US,medium
2024,Mid,full-time,Data Analyst,95000,US,0,US,medium
2024,Mid,full-time,Data Analyst,65000,US,0,US,medium
2024,Senior,full-time,Analytics Engineer,180000,CA,1,CA,medium
2024,Senior,full-time,Analytics Engineer,120000,CA,1,CA,medium
2024,Senior,full-time,Data Analyst,155000,US,0,US,medium
2024,Senior,full-time,Data Analyst,100000,US,0,US,medium
2024,Senior,full-time,Data Scientist,190500,CA,1,CA,medium
2024,Senior,full-time,Data Scientist,138500,CA,1,CA,medium
2024,Senior,full-time,Data Engineer,159000,CA,0,CA,medium
2024,Senior,full-time,Data Engineer,127000,CA,0,CA,medium
2024,Junior,full-time,Data Analyst,147000,US,0,US,medium
2024,Junior,full-time,Data Analyst,118000,US,0,US,medium
2024,Junior,full-time,Machine Learning Engineer,170000,US,0,US,medium
2024,Junior,full-time,Machine Learning Engineer,125000,US,0,US,medium
2024,Senior,full-time,Data Science Consultant,116000,US,0,US,medium
2024,Senior,full-time,Data Science Consultant,90000,US,0,US,medium
2024,Senior,full-time,Data Engineer,255475,US,1,US,medium
2024,Senior,full-time,Data Engineer,185800,US,1,US,medium
2024,Mid,full-time,Data Strategist,85000,US,0,US,medium
2024,Mid,full-time,Data Strategist,65000,US,0,US,medium
2024,Mid,full-time,Data Science,150000,US,0,US,medium
2024,Mid,full-time,Data Science,120000,US,0,US,medium
2024,Mid,full-time,Analytics Engineer,190000,US,0,US,medium
2024,Mid,full-time,Analytics Engineer,190000,US,0,US,medium
2024,Mid,full-time,Research Engineer,295000,US,0,US,medium
2024,Senior,full-time,Analytics Engineer,170000,US,1,US,medium
2024,Senior,full-time,Analytics Engineer,140000,US,1,US,medium
2024,Senior,full-time,Data Scientist,165000,US,1,US,medium
2024,Senior,full-time,Data Scientist,140250,US,1,US,medium
2024,Mid,full-time,Data Analytics Consultant,110300,US,1,US,medium
2024,Mid,full-time,Data Analytics Consultant,78100,US,1,US,medium
2024,Mid,full-time,Machine Learning Researcher,210000,US,0,US,medium
2024,Mid,full-time,Machine Learning Researcher,151800,US,0,US,medium
2024,Junior,full-time,Business Intelligence Analyst,75000,US,0,US,medium
2024,Junior,full-time,Business Intelligence Analyst,65000,US,0,US,medium
2024,Mid,full-time,Data Analyst,140000,US,0,US,medium
2024,Mid,full-time,Data Analyst,105000,US,0,US,medium
2024,Mid,full-time,AI Research Engineer,200000,US,0,US,large
2024,Senior,full-time,Data Analytics Specialist,157144,US,0,US,medium
2024,Senior,full-time,Data Analytics Specialist,99445,US,0,US,medium
2024,Senior,full-time,Data Engineer,211511,CA,0,CA,medium
2024,Senior,full-time,Data Engineer,100006,CA,0,CA,medium
2024,Senior,full-time,Data Engineer,201900,US,0,US,medium
2024,Senior,full-time,Data Engineer,97335,US,0,US,medium
2024,Senior,full-time,Data Scientist,283800,US,0,US,medium
2024,Senior,full-time,Data Scientist,170700,US,0,US,medium
2024,Senior,full-time,Research Analyst,152400,US,1,US,medium
2024,Senior,full-time,Research Analyst,73700,US,1,US,medium
2024,Mid,full-time,Data Engineer,166000,US,0,US,medium
2024,Mid,full-time,Data Engineer,73100,US,0,US,medium
2024,Senior,full-time,Data Scientist,202600,US,0,US,medium
2024,Senior,full-time,Data Scientist,93800,US,0,US,medium
2024,Senior,full-time,Data Scientist,273500,US,0,US,medium
2024,Senior,full-time,Data Scientist,126600,US,0,US,medium
2024,Senior,full-time,Business Intelligence,176875,US,0,US,medium
2024,Senior,full-time,Business Intelligence,84750,US,0,US,medium
2024,Mid,full-time,ETL Developer,166000,US,0,US,medium
2024,Mid,full-time,ETL Developer,73100,US,0,US,medium
2024,Junior,full-time,Data Analyst,88200,US,1,US,medium
2024,Junior,full-time,Data Analyst,61700,US,1,US,medium
2024,Mid,full-time,Data Engineer,75000,US,1,US,medium
2024,Mid,full-time,Data Engineer,60000,US,1,US,medium
2024,Mid,full-time,Data Scientist,121500,US,1,US,medium
2024,Mid,full-time,Data Scientist,88200,US,1,US,medium
2024,Mid,full-time,Data Engineer,133000,US,0,US,medium
2024,Mid,full-time,Data Engineer,58300,US,0,US,medium
2024,Senior,full-time,Data Engineer,229900,US,0,US,medium
2024,Senior,full-time,Data Engineer,201400,US,0,US,medium
2024,Senior,full-time,Data Scientist,247250,US,0,US,medium
2024,Senior,full-time,Data Scientist,160000,US,0,US,medium
2024,Senior,full-time,Data Scientist,177700,US,0,US,medium
2024,Senior,full-time,Data Scientist,94700,US,0,US,medium
2024,Senior,full-time,Data Engineer,184000,US,0,US,medium
2024,Senior,full-time,Data Engineer,123000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,258600,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,215500,US,1,US,medium
2024,Senior,full-time,Data Scientist,237188,US,1,US,medium
2024,Senior,full-time,Data Scientist,194063,US,1,US,medium
2024,Mid,full-time,Data Specialist,112500,US,1,US,medium
2024,Mid,full-time,Data Specialist,59500,US,1,US,medium
2024,Senior,full-time,Data Analyst,153900,US,0,US,medium
2024,Senior,full-time,Data Analyst,85500,US,0,US,medium
2024,Senior,full-time,Research Scientist,210000,US,0,US,medium
2024,Senior,full-time,Research Scientist,151800,US,0,US,medium
2024,Senior,full-time,Business Intelligence Engineer,108500,US,1,US,medium
2024,Senior,full-time,Business Intelligence Engineer,78800,US,1,US,medium
2024,Mid,full-time,Data Scientist,212000,US,0,US,medium
2024,Mid,full-time,Data Scientist,93300,US,0,US,medium
2024,Mid,full-time,Data Engineer,209000,US,0,US,medium
2024,Mid,full-time,Data Engineer,171000,US,0,US,medium
2024,Senior,full-time,Data Analyst,164000,US,0,US,medium
2024,Senior,full-time,Data Analyst,109000,US,0,US,medium
2024,Senior,full-time,Data Analyst,140000,US,0,US,medium
2024,Senior,full-time,Data Analyst,115000,US,0,US,medium
2024,Junior,full-time,Data Analyst,83300,US,0,US,medium
2024,Junior,full-time,Data Analyst,47500,US,0,US,medium
2024,Mid,full-time,Analytics Engineer,156450,US,0,US,medium
2024,Mid,full-time,Analytics Engineer,119200,US,0,US,medium
2024,Senior,full-time,Data Scientist,161500,US,0,US,medium
2024,Senior,full-time,Data Scientist,113050,US,0,US,medium
2024,Junior,full-time,Data Engineer,130916,US,0,US,medium
2024,Junior,full-time,Data Engineer,120000,US,0,US,medium
2024,Mid,full-time,Data Scientist,260000,US,0,US,medium
2024,Mid,full-time,Data Scientist,198000,US,0,US,medium
2024,Mid,full-time,Data Engineer,235000,US,0,US,medium
2024,Mid,full-time,Data Engineer,170000,US,0,US,medium
2024,Senior,full-time,Data Scientist,185900,US,0,US,medium
2024,Senior,full-time,Data Scientist,109400,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,210000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,180000,US,0,US,medium
2024,Senior,full-time,Data Engineer,180000,US,0,US,medium
2024,Senior,full-time,Data Engineer,110000,US,0,US,medium
2024,Senior,full-time,Data Engineer,185000,US,1,US,medium
2024,Senior,full-time,Data Engineer,148000,US,1,US,medium
2024,Senior,full-time,Data Scientist,180000,US,0,US,medium
2024,Senior,full-time,Data Scientist,110000,US,0,US,medium
2024,Mid,full-time,Machine Learning Engineer,235680,US,0,US,medium
2024,Mid,full-time,Machine Learning Engineer,153040,US,0,US,medium
2024,Senior,full-time,Data Engineer,145000,US,0,US,medium
2024,Senior,full-time,Data Engineer,106500,US,0,US,medium
2024,Senior,full-time,Research Engineer,290000,US,0,US,medium
2024,Senior,full-time,Research Engineer,240000,US,0,US,medium
2024,Senior,full-time,Data Analyst,185000,US,0,US,medium
2024,Senior,full-time,Data Analyst,145000,US,0,US,medium
2024,Senior,full-time,Business Intelligence Analyst,150000,US,1,US,medium
2024,Senior,full-time,Business Intelligence Analyst,123000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,270400,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,145600,US,0,US,medium
2024,Mid,full-time,Data Analyst,177000,US,1,US,medium
2024,Mid,full-time,Data Analyst,149000,US,1,US,medium
2024,Junior,full-time,Data Analyst,115000,US,0,US,medium
2024,Junior,full-time,Data Analyst,95000,US,0,US,medium
2024,Mid,full-time,Business Intelligence,167500,US,0,US,medium
2024,Mid,full-time,Business Intelligence,106500,US,0,US,medium
2024,Senior,full-time,Research Scientist,303050,US,0,US,medium
2024,Senior,full-time,Research Scientist,202350,US,0,US,medium
2024,Senior,full-time,Data Architect,184000,US,0,US,medium
2024,Senior,full-time,Data Architect,123000,US,0,US,medium
2024,Senior,full-time,Analytics Engineer,244400,FR,0,FR,medium
2024,Senior,full-time,Analytics Engineer,131600,FR,0,FR,medium
2024,Senior,full-time,Data Engineer,110000,US,0,US,medium
2024,Senior,full-time,Data Engineer,76500,US,0,US,medium
2024,Mid,full-time,Data Analyst,134400,US,0,US,medium
2024,Mid,full-time,Data Analyst,81200,US,0,US,medium
2024,Junior,full-time,Data Analyst,100000,US,0,US,medium
2024,Junior,full-time,Data Analyst,75000,US,0,US,medium
2024,Senior,full-time,Research Engineer,280000,US,0,US,medium
2024,Junior,full-time,Data Analyst,130000,US,0,US,medium
2024,Junior,full-time,Data Analyst,100000,US,0,US,medium
2024,Senior,full-time,Data Analyst,207300,US,0,US,medium
2024,Senior,full-time,Data Analyst,149300,US,0,US,medium
2024,Mid,full-time,Data Science,128000,US,0,US,medium
2024,Mid,full-time,Data Science,81500,US,0,US,medium
2024,Senior,full-time,Data Engineer,144000,US,0,US,medium
2024,Senior,full-time,Data Engineer,113000,US,0,US,medium
2024,Senior,full-time,Research Scientist,278700,US,0,US,medium
2024,Senior,full-time,Research Scientist,159300,US,0,US,medium
2024,Senior,full-time,Data Scientist,81250,GB,0,GB,medium
2024,Senior,full-time,Data Scientist,68750,GB,0,GB,medium
2024,Mid,full-time,Business Intelligence Engineer,165600,US,0,US,large
2024,Mid,full-time,Business Intelligence Engineer,65800,US,0,US,large
2024,Senior,full-time,Machine Learning Engineer,200000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,85000,US,0,US,medium
2024,Mid,full-time,Data Engineer,193412,CA,0,CA,medium
2024,Mid,full-time,Data Engineer,116047,CA,0,CA,medium
2024,Mid,full-time,Research Scientist,239600,US,1,US,medium
2024,Junior,full-time,Data Analyst,132000,US,0,US,medium
2024,Junior,full-time,Data Analyst,108000,US,0,US,medium
2024,Mid,full-time,Data Engineer,106050,US,0,US,medium
2024,Mid,full-time,Data Engineer,80420,US,0,US,medium
2024,Senior,full-time,Data Science,240000,US,0,US,medium
2024,Senior,full-time,Data Science,204000,US,0,US,medium
2024,Senior,full-time,Data Scientist,174300,US,0,US,medium
2024,Senior,full-time,Data Scientist,140000,US,0,US,medium
2024,Senior,full-time,Data Scientist,195000,US,1,US,medium
2024,Senior,full-time,Data Scientist,136500,US,1,US,medium
2024,Mid,full-time,Data Engineer,180000,US,0,US,medium
2024,Mid,full-time,Data Engineer,155000,US,0,US,medium
2024,Experienced,full-time,Data Science,175762,US,0,US,medium
2024,Experienced,full-time,Data Science,97254,US,0,US,medium
2024,Experienced,full-time,Data Analyst,160000,US,0,US,medium
2024,Experienced,full-time,Data Analyst,120000,US,0,US,medium
2024,Senior,full-time,Data Analyst,120000,US,1,US,medium
2024,Senior,full-time,Data Analyst,100000,US,1,US,medium
2024,Mid,full-time,Machine Learning Engineer,180000,US,0,US,medium
2024,Mid,full-time,Machine Learning Engineer,150000,US,0,US,medium
2024,Senior,full-time,Data Scientist,145125,US,0,US,medium
2024,Senior,full-time,Data Scientist,124875,US,0,US,medium
2024,Senior,full-time,Applied Scientist,290000,US,1,US,medium
2024,Senior,full-time,Applied Scientist,210000,US,1,US,medium
2024,Mid,full-time,Data Scientist,215000,US,0,US,medium
2024,Mid,full-time,Data Scientist,152000,US,0,US,medium
2024,Mid,full-time,Data Analytics Consultant,123900,US,0,US,medium
2024,Mid,full-time,Data Analytics Consultant,66100,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,182000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,164000,US,1,US,medium
2024,Senior,full-time,Data Analyst,108334,US,0,US,medium
2024,Senior,full-time,Data Analyst,59923,US,0,US,medium
2024,Senior,full-time,Data Scientist,150000,US,0,US,medium
2024,Senior,full-time,Data Scientist,130000,US,0,US,medium
2024,Experienced,full-time,Data Science Engineer,160000,US,0,US,medium
2024,Experienced,full-time,Data Science Engineer,120000,US,0,US,medium
2024,Mid,full-time,Data Engineer,140000,US,0,US,medium
2024,Mid,full-time,Data Engineer,70000,US,0,US,medium
2024,Senior,full-time,Data Scientist,150800,US,0,US,medium
2024,Senior,full-time,Data Scientist,100600,US,0,US,medium
2024,Senior,full-time,Data Architect,276000,US,0,US,medium
2024,Senior,full-time,Data Architect,174000,US,0,US,medium
2024,Mid,full-time,Data Scientist,120000,US,0,US,medium
2024,Mid,full-time,Data Scientist,94400,US,0,US,medium
2024,Mid,full-time,Data Scientist,160000,US,0,US,medium
2024,Mid,full-time,Data Scientist,136000,US,0,US,medium
2024,Mid,full-time,Data Scientist,215000,US,0,US,medium
2024,Mid,full-time,Data Scientist,152000,US,0,US,medium
2024,Senior,full-time,Data Analyst,140000,US,0,US,medium
2024,Senior,full-time,Data Analyst,110000,US,0,US,medium
2024,Senior,full-time,Business Intelligence Engineer,185000,US,0,US,large
2024,Senior,full-time,Business Intelligence Engineer,79600,US,0,US,large
2024,Mid,full-time,Prompt Engineer,215000,AU,1,AU,medium
2024,Mid,full-time,Prompt Engineer,200000,AU,1,AU,medium
2024,Experienced,full-time,Data Engineer,212500,US,0,US,medium
2024,Experienced,full-time,Data Engineer,163500,US,0,US,medium
2024,Senior,full-time,Research Engineer,237650,US,0,US,medium
2024,Senior,full-time,Research Engineer,172700,US,0,US,medium
2024,Senior,full-time,Data Scientist,148500,US,1,US,medium
2024,Senior,full-time,Data Scientist,103275,US,1,US,medium
2024,Senior,full-time,Data Scientist,175000,US,1,US,medium
2024,Senior,full-time,Data Scientist,145000,US,1,US,medium
2024,Junior,full-time,Research Engineer,257400,US,0,US,medium
2024,Junior,full-time,Research Engineer,193500,US,0,US,medium
2024,Junior,full-time,Data Engineer,17598,MX,0.5,MX,large
2024,Junior,full-time,Big Data Engineer,17600,MX,0.5,MX,large
2024,Senior,full-time,Machine Learning Scientist,140000,US,0,US,medium
2024,Senior,full-time,Machine Learning Scientist,90000,US,0,US,medium
2024,Senior,full-time,Research Engineer,333500,US,0,US,medium
2024,Senior,full-time,Research Engineer,180000,US,0,US,medium
2024,Senior,full-time,Data Scientist,285670,US,1,US,medium
2024,Senior,full-time,Data Scientist,207760,US,1,US,medium
2024,Junior,full-time,Data Analyst,80142,NL,0,NL,medium
2024,Junior,full-time,Data Analyst,56100,NL,0,NL,medium
2024,Senior,full-time,Data Scientist,170800,US,0,US,medium
2024,Senior,full-time,Data Scientist,92300,US,0,US,medium
2024,Senior,full-time,Applied Scientist,249700,US,1,US,medium
2024,Senior,full-time,Applied Scientist,156300,US,1,US,medium
2024,Senior,full-time,Data Analyst,200200,US,0,US,medium
2024,Senior,full-time,Data Analyst,111200,US,0,US,medium
2024,Mid,full-time,Research Scientist,195200,US,0,US,large
2024,Mid,full-time,Research Scientist,100400,US,0,US,large
2024,Senior,full-time,Data Analyst,153900,US,0,US,medium
2024,Senior,full-time,Data Analyst,85500,US,0,US,medium
2024,Senior,full-time,Data Architect,222000,US,1,US,medium
2024,Senior,full-time,Data Architect,132000,US,1,US,medium
2024,Senior,full-time,Data Scientist,220000,US,0,US,medium
2024,Senior,full-time,Data Scientist,137500,US,0,US,medium
2024,Junior,full-time,Research Analyst,83200,US,1,US,medium
2024,Junior,full-time,Research Analyst,45900,US,1,US,medium
2024,Mid,full-time,Data Scientist,179000,US,0,US,medium
2024,Mid,full-time,Data Scientist,112000,US,0,US,medium
2024,Mid,full-time,AI Engineer,200000,US,1,US,medium
2024,Mid,full-time,AI Engineer,180000,US,1,US,medium
2024,Junior,full-time,Data Analyst,60000,FR,0,FR,medium
2024,Junior,full-time,Data Analyst,55555,FR,0,FR,medium
2024,Senior,full-time,Data Scientist,75000,GB,0,GB,medium
2024,Senior,full-time,Data Scientist,50000,GB,0,GB,medium
2023,Mid,full-time,Prompt Engineer,60462,DE,0,DE,small
2024,Junior,full-time,Research Engineer,172800,US,0,US,medium
2024,Junior,full-time,Research Engineer,144000,US,0,US,medium
2024,Mid,full-time,Data Engineer,72222,AT,0,AT,medium
2024,Mid,full-time,Data Engineer,47777,AT,0,AT,medium
2024,Senior,full-time,Machine Learning Engineer,230000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,200000,US,1,US,medium
2024,Senior,full-time,Data Architect,139800,US,0,US,medium
2024,Mid,full-time,Data Scientist,109000,US,1,US,medium
2024,Mid,full-time,Data Scientist,93000,US,1,US,medium
2024,Mid,full-time,Research Engineer,38888,PT,0,PT,medium
2024,Mid,full-time,Research Engineer,28888,PT,0,PT,medium
2024,Senior,full-time,Data Scientist,248600,US,0,US,medium
2024,Senior,full-time,Data Scientist,149200,US,0,US,medium
2024,Senior,full-time,Business Intelligence,175000,US,0,US,medium
2024,Senior,full-time,Business Intelligence,150000,US,0,US,medium
2024,Senior,full-time,Data Modeler,179000,US,0,US,medium
2024,Senior,full-time,Data Modeler,112000,US,0,US,medium
2024,Junior,full-time,Data Analyst,87999,US,0,US,medium
2024,Junior,full-time,Data Analyst,66560,US,0,US,medium
2024,Senior,full-time,Business Intelligence Engineer,108500,US,1,US,medium
2024,Senior,full-time,Business Intelligence Engineer,78800,US,1,US,medium
2024,Mid,full-time,Robotics Engineer,90000,US,0,US,medium
2024,Mid,full-time,Robotics Engineer,70000,US,0,US,medium
2024,Senior,full-time,Robotics Engineer,165000,US,0,US,medium
2024,Senior,full-time,Robotics Engineer,150000,US,0,US,medium
2024,Senior,full-time,Data Engineer,179000,US,0,US,medium
2024,Senior,full-time,Data Engineer,112000,US,0,US,medium
2024,Senior,full-time,Data Manager,131200,US,1,US,medium
2024,Senior,full-time,Data Manager,95300,US,1,US,medium
2024,Senior,full-time,Business Intelligence Lead,144300,US,1,US,medium
2024,Senior,full-time,Business Intelligence Lead,104800,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,178250,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,105500,US,1,US,medium
2024,Senior,full-time,Data Scientist,248600,US,0,US,medium
2024,Senior,full-time,Data Scientist,149200,US,0,US,medium
2024,Senior,full-time,Data Manager,219600,US,0,US,medium
2024,Senior,full-time,Data Manager,125500,US,0,US,medium
2024,Senior,full-time,Data Engineer,258500,US,0,US,medium
2024,Senior,full-time,Data Engineer,191857,US,0,US,medium
2024,Mid,full-time,Data Engineer,51381,US,0,US,medium
2024,Mid,full-time,Data Engineer,43675,US,0,US,medium
2024,Senior,full-time,AI Engineer,212000,US,0,US,medium
2024,Senior,full-time,AI Engineer,93300,US,0,US,medium
2024,Mid,full-time,Data Engineer,194000,US,0,US,medium
2024,Mid,full-time,Data Engineer,96000,US,0,US,medium
2024,Senior,full-time,Data Architect,250000,US,1,US,medium
2024,Senior,full-time,Data Architect,140000,US,1,US,medium
2024,Junior,full-time,Data Engineer,60000,LT,0,LT,medium
2024,Junior,full-time,Data Engineer,50666,LT,0,LT,medium
2024,Junior,full-time,Data Scientist,175100,US,0,US,medium
2024,Junior,full-time,Data Scientist,82915,US,0,US,medium
2024,Junior,full-time,Data Scientist,162240,US,0,US,medium
2024,Junior,full-time,Data Scientist,47840,US,0,US,medium
2024,Mid,full-time,Data Scientist,243800,US,1,US,medium
2024,Mid,full-time,Data Scientist,123800,US,1,US,medium
2024,Senior,full-time,Data Engineer,237600,US,1,US,medium
2024,Senior,full-time,Data Engineer,168600,US,1,US,medium
2024,Mid,full-time,Business Intelligence,155000,US,1,US,medium
2024,Mid,full-time,Business Intelligence,124000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,242000,CA,0,CA,medium
2024,Senior,full-time,Machine Learning Engineer,215000,CA,0,CA,medium
2024,Senior,full-time,Machine Learning Engineer,229369,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,146900,US,0,US,medium
2024,Senior,full-time,Data Scientist,170000,US,0,US,medium
2024,Senior,full-time,Data Scientist,152000,US,0,US,medium
2024,Senior,full-time,Applied Scientist,260000,US,0,US,large
2024,Senior,full-time,Applied Scientist,136000,US,0,US,large
2024,Experienced,full-time,Data Scientist,180000,US,0,US,medium
2024,Experienced,full-time,Data Scientist,125000,US,0,US,medium
2024,Mid,full-time,Data Analyst,147000,US,0,US,medium
2024,Mid,full-time,Data Analyst,118000,US,0,US,medium
2024,Senior,full-time,Data Engineer,247500,US,1,US,medium
2024,Senior,full-time,Data Engineer,172200,US,1,US,medium
2024,Junior,full-time,Data Analyst,101000,US,0,US,medium
2024,Junior,full-time,Data Analyst,85000,US,0,US,medium
2024,Mid,full-time,Data Analyst,154000,US,0,US,medium
2024,Mid,full-time,Data Analyst,105000,US,0,US,medium
2024,Senior,full-time,Data Operations Specialist,206500,US,0,US,medium
2024,Senior,full-time,Data Operations Specialist,121500,US,0,US,medium
2024,Mid,full-time,Data Analyst,72500,US,0,US,medium
2024,Mid,full-time,Data Analyst,61000,US,0,US,medium
2024,Senior,full-time,Research Analyst,100000,GB,0,GB,medium
2024,Senior,full-time,Research Analyst,87500,GB,0,GB,medium
2024,Senior,full-time,Data Science,288400,US,0,US,medium
2024,Senior,full-time,Data Science,144200,US,0,US,medium
2024,Junior,full-time,Machine Learning Engineer,171600,US,0,US,medium
2024,Junior,full-time,Machine Learning Engineer,99500,US,0,US,medium
2024,Senior,full-time,Data Analyst,175000,US,1,US,medium
2024,Senior,full-time,Data Analyst,150000,US,1,US,medium
2024,Senior,full-time,Data Engineer,199700,US,0,US,medium
2024,Senior,full-time,Data Engineer,165100,US,0,US,medium
2024,Junior,full-time,Data Analyst,85900,MX,0,MX,medium
2024,Mid,full-time,Applied Scientist,222200,US,0,US,large
2024,Mid,full-time,Applied Scientist,136000,US,0,US,large
2024,Senior,full-time,Data Engineer,313000,US,1,US,medium
2024,Senior,full-time,Data Engineer,135000,US,1,US,medium
2024,Senior,full-time,Analytics Engineer,153018,US,0,US,medium
2024,Senior,full-time,Analytics Engineer,135000,US,0,US,medium
2024,Mid,full-time,Analytics Engineer,170000,US,0,US,medium
2024,Senior,full-time,Research Scientist,321000,US,1,US,medium
2024,Senior,full-time,Research Scientist,214000,US,1,US,medium
2024,Senior,full-time,Data Engineer,118750,GB,0,GB,medium
2024,Senior,full-time,Data Engineer,63437,GB,0,GB,medium
2024,Junior,full-time,Data Analyst,120000,US,1,US,medium
